lon lat cluster
-122.1166085 37.4416828 1
-122.1162091 37.4416455 1
-122.1162768 37.4411658 1
-122.1168152 37.4418171 1
-122.1171599 37.4418602 1
-122.1196667 37.4415139 1
-122.1199394 37.4410381 1
-122.1216809 37.4375657 1
-122.1229115 37.4369182 1
-122.1238229 37.436312 1
-122.1246015 37.435891 1
-122.1261804 37.4366195 1
-122.1251318 37.4366827 1
-122.1242492 37.4372126 1
-122.1258082 37.4377552 1
-122.1260581 37.4375946 1
-122.1249629 37.4387844 1
-122.1243476 37.4395016 1
-122.1229958 37.4400832 1
-122.1224102 37.4406991 1
-122.1223663 37.4418635 1
-122.1211522 37.4419798 1
-122.1211272 37.4427927 1
-122.1209176 37.4458098 1
-122.1221457 37.4454583 1
-122.121348 37.4455111 1
-122.1213527 37.4452874 1
-122.1217615 37.4452073 1
-122.1219185 37.4453208 1
-122.1226102 37.4451611 1
-122.11646 37.4386114 1
-122.1167031 37.4387498 1
-122.11646 37.4386114 1
-122.1180058 37.4363303 1
-122.1164205 37.4378811 1
-122.1154153 37.4378391 1
-122.1146121 37.4372556 1
-122.1141065 37.4374298 1
-122.1134185 37.4363654 1
-122.1126195 37.4363163 1
-122.1157451 37.4349049 1
-122.1169279 37.4356753 1
-122.1197063 37.4357354 1
-122.1222431 37.4339401 1
-122.121014 37.4366277 1
-122.1161496 37.4344436 1
-122.1270931 37.4322773 1
-122.1286199 37.431771 1
-122.1289386 37.4318951 1
-122.1298322 37.4328902 1
-122.1308425 37.4329756 1
-122.1316244 37.432563 1
-122.1311138 37.4333568 1
-122.1311045 37.4332877 1
-122.1319466 37.4333797 1
-122.1325166 37.4324793 1
-122.1342458 37.4331776 1
-122.1352567 37.4328787 1
-122.1342441 37.4328257 1
-122.1335376 37.4315836 1
-122.1324524 37.4318318 1
-122.1317622 37.4307727 1
-122.1304454 37.4305326 1
-122.129617 37.4294234 1
-122.128307 37.4286451 1
-122.1271057 37.4273502 1
-122.1259208 37.4276841 1
-122.1248306 37.4263638 1
-122.1237703 37.4257455 1
-122.122373 37.4248698 1
-122.1205752 37.4244355 1
-122.1194746 37.4237405 1
-122.118014 37.4241217 1
-122.1192858 37.4233533 1
-122.1202945 37.4232432 1
-122.121271 37.4240866 1
-122.121905 37.4232068 1
-122.1208402 37.4231232 1
-122.1204305 37.422271 1
-122.1194565 37.422908 1
-122.1186353 37.4233713 1
-122.1175628 37.4233266 1
-122.1159972 37.4242766 1
-122.1171297 37.4250417 1
-122.1184932 37.4246031 1
-122.1203564 37.4247724 1
-122.1195668 37.4252787 1
-122.1186667 37.4252807 1
-122.1194134 37.4263813 1
-122.1201305 37.4268121 1
-122.1207252 37.4266358 1
-122.1213136 37.425675 1
-122.1221753 37.4256498 1
-122.1223959 37.4265549 1
-122.1216505 37.4272269 1
-122.121806 37.4281742 1
-122.1292576 37.4343264 1
-122.1306522 37.4316027 1
-122.1297082 37.4310078 1
-122.1317927 37.4287487 1
-122.134903 37.4261088 1
-122.1335923 37.4247836 1
-122.1324908 37.4239544 1
-122.1321128 37.4243507 1
-122.1315994 37.4248715 1
-122.1310405 37.4260301 1
-122.1288924 37.4251671 1
-122.1371188 37.430786 1
-122.1362927 37.4302449 1
-122.1353314 37.4292101 1
-122.1344469 37.42875 1
