lon lat cluster
-122.1215798 37.4273749 1
-122.1215368 37.4249228 1
-122.1214523 37.4309701 1
-122.1214247 37.427488 1
-122.1213742 37.4314329 1
-122.121307 37.4213243 1
-122.1212754 37.4233714 1
-122.1212123 37.4315919 1
-122.1211751 37.4227489 1
-122.1211346 37.4259524 1
-122.1210682 37.4268335 1
-122.1210318 37.4216018 1
-122.1209523 37.4336319 1
-122.1208971 37.4328897 1
-122.1208296 37.4316711 1
-122.1207551 37.4220391 1
-122.1206996 37.4309652 1
-122.1206241 37.4213525 1
-122.1205482 37.4314775 1
-122.1204612 37.4240255 1
-122.1204035 37.4273785 1
-122.1203047 37.4269166 1
-122.1202369 37.4263043 1
-122.120118 37.425437 1
-122.1200664 37.4249555 1
-122.1199452 37.4311309 1
-122.1198354 37.4324006 1
-122.1197593 37.4218618 1
-122.1196323 37.4228484 1
-122.1195736 37.4340425 1
-122.1194575 37.4322084 1
-122.1193944 37.4338799 1
-122.1192793 37.4315369 1
-122.1191497 37.4255485 1
-122.1190167 37.4240745 1
-122.1189034 37.4328751 1
-122.1187979 37.423241 1
-122.1186951 37.4319904 1
-122.118569 37.4248838 1
-122.1184303 37.4237343 1
-122.118245 37.4250777 1
-122.1181397 37.4245659 1
-122.1179899 37.4338027 1
-122.1178852 37.4231715 1
-122.1177366 37.425427 1
-122.1175628 37.4233266 1
-122.1173951 37.4244837 1
-122.1171723 37.4241424 1
-122.116985 37.4243438 1
-122.1167576 37.4237807 1
-122.1164658 37.4333902 1
-122.1162128 37.4247958 1
-122.11593 37.4246307 1
-122.1151765 37.4242076 1
-122.1197611 37.4341181 2
-122.116937 37.4341639 2
-122.1310715 37.4342017 2
-122.1225698 37.4342565 2
-122.1268132 37.4342959 2
-122.1337769 37.4343542 2
-122.1149493 37.4343863 2
-122.1230646 37.4344317 2
-122.1200368 37.4344938 2
-122.1151233 37.4345261 2
-122.1152306 37.4346173 2
-122.1200142 37.4346624 2
-122.1169688 37.4346933 2
-122.1144588 37.4347496 2
-122.1217848 37.4348109 2
-122.1241019 37.4348598 2
-122.1157451 37.4349049 2
-122.1305384 37.4349643 2
-122.1260595 37.4350039 2
-122.1307184 37.4350588 2
